anjig;anjing
anjim;anjing
anjin;anjing
anjing;anjing
anjingg;anjing
anjink;anjing
anjir;anjing
anjirr;anjing
anjlok;anjing
anjn;anjing
ank;anak
anketika;ketika
ann;
annj;anjing
annoyed;annoyed
annoying;annoying
annya;
another;another
ansar;
ansih;
answer;answer
answered;answered
answers;answers
antarmuka;antar muka
antum;
anu;
anya;
anyakin;banyakkan
anying;anjing
anyink;anjing
anymore;anymore
anything;anything
anyy;any
anzas;anjing
aowkaowk;hahaha
aowkwowk;hahaha
ap;apa
apaa;apa
apagi;apa lagi
apakahbagusya;apakah bagus ya
apalagu;apa lagu
apalg;apa lagi
apalgi;apa lagi
apartment;apartemen
apasi;apa
apasih;apa
apasihh;apa
apdate;update
apded;update
apdet;update
apdetan;update
apdete;update
apdute;update
ape;apa
apee;apa
apes;
apik;epik
apk;aplikasi
apknya;aplikasinya
apky;aplikasinya
apl;aplikasi
aplagilah;apa lagilah
aplgi;apa lagi
aplikasini;aplikasi ini
aplkasi;aplikasi
aplout;upload
app;aplikasi
app;aplikasi
appk;aplikasi
applikasi;aplikasi
apps;aplikasi
appx;aplikasinya
aps;aplikasi
apsih;apa
apus;hapus
aq;aku
aqu;aku
ar;
arahin;arahkan
arak;
aram;haram
arandompersonthatlikesthiscommentwillhaveawonderfulday;orang acak yang menyukai komentar ini akan memiliki hari yang indah
arangel;erangel
araska;
arcade;arcade
archangel;erangel
arengel;erangel
arep;
arigato;terima kasih
aril;
ariska;
armor;armor
army;army
arnold;arnold
around;around
asalam;
asault;assault
ascenddan;
asek;asyik
aselii;asli
asem;asam
asep;asap
asepnya;asapnya
aserkian;sekian
ashu;anjing
asik;asyik
ask;ask
assalamualaikum;
assalamualikum;
assist;assist
assu;anjing
asu;anjing
asw;anjing
asyek;asyik
atar;
atasin;atasi
ataudari;atau dari
ataw;atau
ath;
atik;atik
atitude;attitude
ato;
atom;atom
attachments;attachments
atuh;
atupun;ataupun
atutentication;autentikasi
au;
aun;
aupdeat;update
autentication;autentikasi
authentication;autentikasi
authetication;autentikasi
authorization;otorisasi
auto;otomatis
automaticly;otomatis
automatis;otomatis
avatarny;avatarnya
avk;
aw;
awalawal;awal awal
away;away
awet;tahan
awikwok;hahaha
awkwkkw;hahaha
awkwkwkwk;hahaha
awok;hahaha
awokawok;hahaha
awokawokawok;hahaha
awokwokwokwokwok;hahaha
awokwokwowkowkwowk;hahaha
awokwowkwoka;hahaha
aws;awas
aya;
ayangku;sayangku
aye;
aying;anjing
aylh;ayolah
ayok;ayo
azab;azab
azz;
ba;
baagus;bagus
bab;bug
babaji;pubg
babbab;bug
babg;pubg
babji;pubg
baby;bayi
back;kembali
bacodsiaa;banyak bicara
bacot;banyak bicara
bad;buruk
badahal;padahal
badmood;badmood
bae;saja
baek;baik
bag;bug
bagaet;banget
bagaimna;bagaimana
bagat;banget
baget;banget
bagnya;bugnya
bagong;babi
bags;bug
bagt;banget
bagu;bagus
baguas;bagus
bagusaneh;bagus aneh
bagusbagus;bagus bagus
bagusbanget;bagus banget
bagusberkelas;bagus berkelas
bagusin;baguskan
bagusinini;bagus ini
baguskarena;bagus karena
bagusmahal;bagus mahal
bagusmemori;bagus memori
bagusmi;bagus
baguss;bagus 
bagussangat;bagus sangat
bagusselamat;bagus selamat
bagusseru;bagus seru
bagussi;bagus
bagustidak;bagus tidak
bagustolong;bagus tolong
bagut;bagus
bagy;bugnya
bah;
bahus;bagus
bai;
baikbaik;baik baik
baikin;perbaiki
baikpakai;baik pakai
baisanya;biasanya
bait;bait
baiwan;
baji;pubg
bajingn;bajingan
bajusenjata;baju senjata
bajuskin;baju skin
bak;
bakun;bug
bakus;bagus
balad;
balance;seimbang
balass;balas
balek;balik
bales;balas
balikin;balikkan
balikkin;balikkan
balsan;balasan
bamyak;banyak
ban;banned
banak;banyak
banarr;benar
bancaan;bacaan
band;banned
banded;banned
bandel;bandel
baned;banned
baneg;banned
banet;banned
bang;kakak
bangat;banget
bange;banget
banged;banget
bangeet;banget
bangetgimana;banget bagaimana
bangetngga;banget tidak
bangetnunggu;banget nunggu
bangett;banget
bangettapi;banget tapi
bangg;kakak
bangget;banget
bangke;bangkai
bangkek;bangkai
bangsaat;bangsat
bangsat;bangsat
bangsatt;bangsat
bangt;banget
bangus;bagus
bann;banned
banned;banned
bannetd;banned
banpan;banned pan
bansos;bantuan sosial
bantuanya;bantuannya
banya;banyak
banyagin;banyakkan
banyaj;banyak
banyakbesar;banyak besar
banyakin;banyakkan
banyakinzona;banyakkan zona
banyakya;banyaknya
banyangin;bayangkan
banyet;banget
banyk;banyak
banysk;banyak
baper;bawa perasaan
baperan;bawa perasaan
bar;
barettaspr;baretta spr
barmain;bermain
barudak;anak anak
barumain;baru main
baruu;baru
basad;bangsat
basat;bangsat
bastard;
bat;
batah;patah
batel;battle
batere;baterai
batgwt;banget
batle;battle
batrai;baterai
batre;baterai
battlefield;battle field
battleground;battle ground
battlegrounds;battle grounds
battlegroundsbattleroyale;battle grounds battle royale
battleroyal;battle royale
battleroyale;battle royale
bawak;bawa
bayak;banyak
bayakan;banyakkan
bayakseperti;banyak seperti
bayu;
bbaab;bug
bbb;
bbbfbdbhdhehnenehhejehehhrjrhdhdhhfhrhhrhrhrhrhhdhdhjejehdhjdhrhhdhbv;
bbi;babi
bbjgijfifjfufhfhfhghhgjgjgju;
bbrapa;beberapa
bcbbdhdhdhdhdhdhdhdhdhdhhdhdhdhdhdhdh;
bda;beda
bdg;bidang
bdhdje;
bdiwnendhw;
bdmd;
bdnnya;badannya
beberapakali;beberapa kali
beberapat;beberapa
bebku;pacarku
becasue;karena
becus;payah
bedain;bedakan
beera;berat
befkir;berpikir
beg;bug
beganti;berganti
begerak;bergerak
beget;banget
begin;begin
beginner;beginner
begituan;begitu
bego;bodoh
beh;
bejalan;berjalan
bejalannya;berjalannya
bejat;mesum
bekbekbek;
beker;bekerja
bekerjasama;bekerja sama
belain;belakan
belasan;puluhan
beliajoor;beli saja
beliin;belikan
bembaruan;pembaruan
ben;banned
benaer;benar
benahin;benahkan
benarbenar;benar benar
benarin;benarkan
bened;banned
bener;benar
beneran;benarkan
benerbener;benar benar
benerin;benarkan
benerkan;benarkan
benet;banned
benetd;banned
benget;banget
bengke;bangkai
bengong;melamun
ber;
bera;berat
berahir;berakhir
berasep;berasap
berasil;berhasil
beratdevice;berat device
beratmohon;berat mohon
beratsaya;berat saya
beratt;berat 
berattolong;berat tolong
berbedabeda;berbeda beda
berduit;uang
berenti;berhenti
beres;selesai
beresin;selesaikan
berfunsi;berfungsi
bergiga;gigi byte
berhala;berhala
berikam;berikan
beritahu;beri tahu
beritau;beri tahu
berjamjam;berjam jam
berkalai;berkala
berkalikali;berkalikali
berkeliyaran;berkeliaran
berkerjasama;bekerja sama
berkometar;berkomentar
bermainpubg;bermain pubg
bermainya;bermainnya
bermasala;bermasalah
bernang;berenang
berprilaku;berperilaku
berpuluhpuluh;berpuluh puluh
berpunsgi;berfungsi
bersenangsenang;bersenang senang
berserakan;berserakkan
bersihin;bersihkan
berspek;berspesifikasi
bertambahsetelah;bertambah setelah
bertambahtidak;bertambah tidak
bertammu;bertamu
bertanyaamengapa;bertanya mengapa
berterimakasih;berterima kasih
bertmbah;bertambah
berubahentah;berubah entah
berulangulang;berulang ulang
beruntungserver;beruntung server
berx;
bes;
besama;bersama
besarbesaran;besar besaran
besarr;besar
besaru;besar
best;terbaik
besti;sahabat
bet;
beta;
betah;nyaman
bete;bosan
betek;bosan
betel;
betmut;kesal
betol;betul
bett;
better;lebih baik
betulin;betulkan
betultapi;betul tapi
beuhh;
bg;kakak
bgat;banget
bgc;
bgd;banget
bget;banget
bgi;bagi
bgini;begini
bginj;begini
bgmna;bagaimana
bgo;bodoh
bgoo;bodoh
bgs;bagus
bgsd;bangsat
bgst;bangsat
bgt;banget
bgtt;banget
bgtu;begitu
bgus;bagus
bguskeren;bagus keren
bgusko;bagus juga
bguss;bagus
bhh;
bhwuuw;
biang;
biara;biar
biarin;biarkan
biarpun;biarpun
biasaa;biasa
biasah;biasa
biasanamun;biasa namun
biasanormal;biasa normal
biasanyaa;biasanya
biasay;biasanya
big;besar
bikang;perempuan
bikim;buat
bikin;buat
bikinin;buatkan
bilah;bilah
bilng;bilang
binatan;binatang
bindeng;sering
bingtang;bintang
bingung;bingung
binjat;
binta;bintang
bintan;bintang
bintang;bintang
bintangklau;bintang kalau
bintg;bintang
bis;
bisaa;bisa
bisabeli;bisa beli
bisabug;bisa bug
bisah;bisa
bisamain;bisa main
bisamasuk;bisa masuk
bismilah;
bismillah;
bissa;bisa
bitang;bintang
bitier;btr
biv;
biyar;biar
biyr;biar
bjir;belajar
bkin;buat
bkn;bukan
bkon;bukan
bla;
blablablabla;
blackscreen;black screen
blacpink;blackpink
blak;black
blakpinky;blackpink
blam;belum
blang;rusak
blank;rusak
bles;balas
blg;bilang
blh;boleh
blikin;balikkan
blind;blind
blink;blink
blm;belum
blngn;bilangin
block;blok
blom;belum
bls;balas
blue;biru
blum;belum
blurrt;blur
bndel;bandel
bner;benar
bnerin;benarkan
bng;kakak
bngat;banget
bnget;banget
bngetsampe;banget sampai
bngga;bangga
bnggt;banget
bngh;kakak
bngsad;bangsat
bngsat;bangsat
bngt;banget
bngunan;bangunan
bnr;benar
bntang;bintang
bntg;bintang
bntng;bintang
bntuannya;bantuannya
bnyak;banyak
bnyakn;banyakkan
bnyk;banyak
bo;
bob;
boboboyeah;
bobrok;rusak
boc;
bocil;anak kecil
bocilbocil;anak kecil
bodat;
bodi;badan
bodo;bodoh
body;badan
bodynya;badannya
boh;
bokeb;film porno
bokef;film porno
bokep;film porno
bokong;bokong
bolah;boleh
bolak;balik
bole;boleh
bolehh;boleh
bolehin;bolehkan
bomb;bom
bongko;bungkuk
bongkok;bungkuk
booming;meledak
boong;bohong
boot;bot
booyah;booyah
bored;bosan
boria;
boring;bosan
boro;boros
borosberat;boros berat
bosen;bosan
bosok;buruk
boss;bos
bosster;booster
botaak;botak
botfps;bot fps
botny;botnya
botu;bot
box;kotak
boyah;booyah
boyfriend;pacar
bp;blankpink
bpkb;buku kepemilikan kendaraan bermotor
bqink;buruk
br;berperingkat
brader;bro
brantas;berantas
brapa;berapa
bray;bro
brbr;
brcd;buruk
bre;bro
breng;bareng
bright;cerah
bring;membawa
brkurang;berkurang
brmain;bermain
brmasalah;bermasalah
bro;bro
broh;bro
broken;rusak
brokenwal;broken wall
bron;bronze
bronzegold;bronze gold
broo;bro
brow;bro
browsing;browsing
brp;berapa
brpa;berapa
brrjrkrjrnridh;
brtmu;bertemu
bru;baru
brubah;berubah
bruk;buruk
brust;brust
bs;bisa
bsa;bisa
bthe;
btrafif;
btul;betul
btull;betul
btw;omong omong
bu;
buakar;bakar
buangbuang;buang buang
buar;buat
buatin;buatkan
bubarbubar;bubar bubar
bubg;pubg
bucinan;budak cinta
budnya;bugnya
bug;bug
buga;bug
bugbug;bug
bugbugnya;bugnya
buged;bug
bugg;bug
bugglitch;bug glitch
bugh;bug
buglag;bug lag
buglagerorrdll;bug lag error dan lain lain
buglama;bug lama
bugny;bugnya
bugnya;bugnya
bugnyaa;bugnya
bugs;bug
bugtampilan;bug tampilan
bugtapi;bug tapi
bugtdm;bug tdm
bugus;bagus
bugx;bugnya
buk;buka
bukaa;buka
bukak;buka
buktiin;buktikan
bukya;bugnya
buly;bully
bundl;bundle
bundle;bundle
bungkuk;bungkuk
bungkuplisdi;bungkuk tolong di
bup;bug
buq;bug
burick;grafis buruk
burig;grafis buruk
buriik;grafis buruk
burik;grafis buruk
buriki;grafis buruk
burikin;grafis buruk
burikk;grafis buruk
buriq;grafis buruk
burix;grafis buruk
burning;pembakaran
bursh;burst
buruq;buruk
burwik;grafis buruk
busa;bisa
buset;buset
busett;buset
buskreta;bus kereta
bust;buat
butiq;grafis buruk
button;tombol
butuh;butuh
butuhin;butuhkan
butut;jelek
buug;bug
buy;beli
bwah;bawah
bwak;bawa
bwt;buat
bwtt;buat
bx;
byak;banyak
byar;bayar
byasa;biasa
byasanya;biasanya
bye;selamat tinggal
byee;selamat tinggal
byk;banyak
byknya;banyaknya
bypass;jalan pintas
ca;
caba;coba
cacaat;cacat
cacad;cacat
cacat;cacat
caht;cheat
cairin;cairkan
cakepufeffgood;kue puff bagus
cal;call
call;call
cam;
cambek;come back
camera;kamera
camp;camp
camper;camper
campers;campers
cancel;cancel
cant;cant
capacity;kapasitas
capat;cepat
cape;lelah
capek;lelah
caper;cari perhatian
caption;caption
capture;capture
card;kartu
care;care
cat;cat
cause;cause
cb;coba
cbalagi;coba lagi
cblhhcjlcdjgxkjfxjfxkdvdv;
ccvcv;
cd;
cdom;call of duty mobile
ceat;cheat
ceater;cheat
ceather;cheat
ceb;coba
ceklist;cek daftar
cellphone;cellphone
cellular;seluler
cepatin;cepatkan
cepatterima;cepat terima
cepet;cepat
cepetkan;cepatkan
cepset;chipset
ceritany;ceritanya
cewe;wanita
cewek;wanita
cfyhuyu;
cggfjogg;
chaet;cheat
chalengs;tantangan
chancenya;peluangnya
change;change
channel;channel
chapter;chapter
characte;karakter
character;karakter
characterakhirnya;karakter akhirnya
characternya;karakternya
characters;karakternya
charnya;karakternya
chat;chat
chatter;cheat
chead;cheat
chear;chear
cheatapk;cheat aplikasi
cheated;cheat
cheater;cheat
cheaternya;cheatnya
cheaters;cheat
cheatfile;cheat file
cheather;cheat
cheatkenapa;cheat kenapa
cheats;cheat
cheatter;cheat
check;check
cheer;cheer
chelsi;cheat
chenel;channel
cherpark;cheer park
ches;chess
chess;chess
chester;cheat
chester;chester
chet;cheat
cheter;cheat
cheternya;cheatnya
cheting;cheating
chicken;chicken
chickendinner;chicken dinner
chiken;chicken
chikenya;chicken
china;cina
chit;cheat
chiter;cheat
chiternya;cheatnya
chitr;cheat
chitter;cheat
chrossair;cross hair
cie;
ciether;cheat
cih;
cik;
cikem;chiken
ciken;chicken
cikhenturun;chicken turun
cil;
cimtak;cita
cinematic;sinematik
cipsat;chipset
cipset;chipset
cit;cheat
citer;cheat
citersnya;cheatnya
cjtmf;
ckenapa;kenapa
ckup;cukup
clarity;clarity
clas;chess
clasic;klasik
clasictdm;klasik tdm
classic;klasik
classicsupply;suplai klasik
classik;klasik
clean;clean
cleur;clear
clever;clever
click;click
clip;clip
close;tutup
closed;tutup
clutch;clutch
cluthc;clutch
cm;cuma
cma;cuma
cman;cuma
cmn;cuma
co;
cob;coba
cobadulu;coba dulu
cobah;coba
cobain;coba
cobak;coba
cobala;cobalah
cobasih;cobalah
cobdulu;coba dulu
cobra;kobra
coco;cocok
cod;call of duty
code;kode
codm;call of duty mobile
coeg;bro
coil;coil
coin;koin
cok;bro
cokk;bro
colab;kolaborasi
colaboration;kolaborasi
colii;
collab;kolaborasi
collabs;kolaborasi
colli;
color;warna
coman;cuma
comback;come back
combat;come back
combeck;come back
come;come
comeback;come back
comen;komentar
coment;komentar
comfort;comfort
comfortable;comfortable
coming;coming
comment;komentar
comments;komentar
company;company
competitive;competitive
compiling;kompilasi
complain;mengeluh
concert;concert
concu;conqueror
concueror;conqueror
conek;koneksi
config;konfigurasi
connect;connect
connection;connection
connections;connections
conqu;conqueror
conquer;conqueror
conquerror;conqueror
contact;kontak
continue;continue
control;kontrol
cook;cook
cool;cool
copicop;
copot;lepas
corp;corp
corupted;corupted
cos;cost
cost;cost
costum;kostum
costune;kostum
could;could
countdown;countdown
counter;counter
coupon;kupon
coustum;kostum
cowk;pria
cowo;pria
cowok;pria
coy;bro
cp;chear park
cpat;cepat
cpek;lelah
cpet;cepat
cpt;cepat
crafton;krafton
crapton;krafton
crash;crash
crated;peti
crates;peti
creat;peti
creativ;kreatif
cringe;cringe
critanya;ceritanya
crnya;caranya
crosshair;cross hair
crot;
cs;costumer service
cspubgm;costumer service pubgm
ctmcucutmymcucmtucmhfmcumfy;
cu;
cuaks;
cuan;uang
cuba;coba
cufhfibfjfbffbfjfnfj;
cuih;
cuk;bro
cuku;cukup
cukut;cukup
cumaa;cuma
cumak;cuma
cumam;cuma
cuman;cuma
cumen;cuma
cupu;cupu
curangboss;curang bos
curangkenapa;curang kenapa
current;current
custom;kostum
customer;customer
customerplayer;customer player
cuwaw;wow
cuy;bro
cuyy;bro
cwe;wanita
cx;
cxxcx;
cyy;
da;
daah;sudah
daapt;dapat
dach;sudah
dah;sudah
dahh;sudah
dahlah;sudahlah
dahsetalah;sudah setelah
dai;
daki;mendaki
dal;
dalame;dalam
dalem;dalam
dameg;damage
dancok;anjing
dang;dan
dangat;sangat
danmenikmati;dan menikmati
danta;data
dapa;dapat
dapan;depan
dapatkm;dapatkan
dapet;dapat
dapetin;dapatkan
dapetnya;dapatnya
dapettin;dapatkan
dar;
darigrafikmantaptapimasalahnyaadabugygharusandatanganikatakbugdamagekekgitulahtapidarisisigrafikmantap;dari grafis mantap tapi masalahnya ada bug yang harus anda tangani katanya bug damage seperti begitulah tapi dari sisi grafis mantap
darimana;dari mana
date;tanggal
datta;data
dattanya;datanya
dauload;download
daulod;download
davce;device
daveloper;developer
day;hari
dayah;saya
daynight;day night
days;hari
dbwh;dibawah
dc;disconnect
ddikit;sedikit
dds;
de;
dead;mati
deang;dengan
dear;dear
deat;death
deathmach;death match
deathmatch;death match
deatmacth;death match
deatt;death
dech;
dedgem;death game
defelopers;developer
deflop;developer
defloper;developer
defoloper;developer
degan;dengan
deh;
dehh;
deit;
dek;
deket;dekat
delaydan;delay dan
delet;hapus
delete;hapus
deleted;hapus
delev;developer
delevoper;developer
delfofer;developer
delivery;delivery
delvorepe;developer
dely;delay
demage;damage
demek;damage
demge;damage
dencend;tencent
dendangkan;dengarkan
dengen;dengan
denger;dengar
dengerin;dengarkan
dengn;dengan
dep;developer
depeding;depending
depeloper;developer
depelopernya;developer
depelover;developer
deplo;developer
deploper;developer
deplover;developer
depolepernya;developer
depoloper;developer
depovoler;developer
desainer;desainer
descendsekian;tencent sekian
desert;desert
desing;lag
destroyed;destroyed
det;death
detect;deteksi
detikmaaf;detik maaf
dev;developer
devaloper;developer
devalovers;developer
develepor;developer
develop;developer
developed;developer
developerr;developer
developers;developer
developertolong;developer tolong
development;development
developor;developer
developper;developer
develover;developer
deveroper;developer
devic;device
devicehandphone;device handphone
devicenya;perangkatnya
devices;devices
devict;device
devis;device
devise;device
devisi;device
devlo;developer
devloper;developer
devoleper;developer
devoler;developer
devolever;developer
devolfer;developer
devoloper;developer
devolopers;developer
devolover;developer
devolovers;developer
devolper;developer
devvloper;developer
dey;
df;
dg;dengan
dgame;di game
dgan;dengan
dgdgdgdgdgdgdgsggdgdgdg;
dgfdggddfttsd;
dgn;dengan
dgsggsgdgdg;
dh;sudah
dhbdne;
dhdhhdhdhdhdhhdhdhdhdhdhehhehdhhehehhdhdhhdgdggdgdgdgdgdgdggdgdgdggdgdgdgdgdggdgdgdgdg;
dhilangkan;di hilangkan
dhla;sudahlah
diamainin;di amankan
diamon;diamond
diandelin;di handalkan
diapusterima;di hapus terima
dibagusin;di baguskan
dibaikin;di baikkan
dibales;di balas
dibandingin;di bandingkan
dibanned;di banned
dibanyakin;di banyakkan
dibataa;di batas
diben;di banned
dibenerin;di benarkan
dibenerinlah;di benarkanlah
diber;
dibetuk;di betulkan
dibetulin;di betulkan
dibuff;di buff
dibukamhon;di buka mohon
diclasik;di klasik
didalm;di dalam
dideketin;di dekatkan
didi;
didownload;di download
diem;diam
diemin;diamkan
dierangel;di erangel
different;different
difficult;difficult
difficulty;difficulty
difix;di fixed
digame;di game
digratisin;di gratiskan
digronhus;di holdhus
digulunggulung;di gulung gulung
digunain;digunakan
dih;
dihack;di hack
dihandphone;di handphone
dihilangin;di hilangkan
dihold;di tahan
dihp;di handphone
diinstal;di install
diizinin;di izinkan
dijaringanpadahal;di sinyal padahal
dijddjjejdiddjdkdkdkekdk;
dikarakin;di karakin
dikatain;di katakan
dikecilin;di kecilkan
dikeluarin;di keluarkan
dikit;sedikit
dikitdikit;sedikit
dikitin;sedikitkan
dikitmilih;sedikit pilih
dikitu;sedikit
dikluarin;di keluarkan
diknock;di knock
dikurangi;di kurangi
dikurangin;di kurangkan
dilamain;di lamakan
dilaporin;di laporkan
dile;
dilivik;di livik
diloading;di loading
diloadingscreen;di loading screen
dilobby;di lobi
dilogin;di login
diloginin;di loginkan
dilu;dulu
dim;
dimaan;di mana
dimaikan;dimainkan
dimainin;di mainkan
dimainnin;di mainkan
dimakancacingobatsesaknapas;di makan cacing obat sesak napas
dimanamana;di mana mana
dimengerti;di mengerti
dimensity;dimensity
dimidstein;di mid stein
diminimalisir;di minimalisir
dimna;di mana
dimurahin;di murahkan
dinaikin;di naikkan
diner;dinner
dinerf;di nerf
dinernaik;dinner naik
dinglod;download
dinwlod;download
dipencet;di tekan
dipentingin;di pentingkan
diper;
diperbaikin;di perbaiki
diperbaikisangat;di perbaiki sangat
diperbaruin;di perbarui
diperbikin;dibuatkan
diperjelasin;di perjelaskan
dipgang;di pegang
dipikirin;di pikirkan
diplayer;di player
diplover;developer
dipreoritaskan;di prioritaskan
dipubg;di pubg
dipulangin;di pulangkan
dirank;di rank
direcall;di recall
directly;directly
director;director
direfres;di refresh
direkonstruksi;rekonstruksi
direport;di laporkan
direset;di reset
direspon;di respon
diringan;di ringan
diringanin;di ringankan
diringkatkan;di ringankan
diripot;di laporkan
dirobah;di ubah
dirugiin;di rugikan
dis;
disable;disable
disabled;disabled
disalahin;di salahkan
disappointed;disappointed
disaran;di saran
disatuin;di satukan
disayangngkan;di sayangkan
discon;disconnect
disconect;disconnect
discrimination;discrimination
diskonek;disconnect
dislike;dislike
disni;di sini
display;display
dissapointed;dissapointed
disturbing;disturbing
disuru;di perintah
ditambahin;di tambahkan
ditambahkanya;di tambahkan ya
ditaro;di taruh
ditembakin;di tembakkan
ditentuin;di tentukan
ditindaklanjuti;di tindak lanjuti
ditinggalin;di tinggalkan
ditower;di menara
ditraining;di pelatihan
diturunin;di turunkan
diunbind;di unbind
diupdate;di update
diupdatedan;di update dan
diupgrade;di upgrade
diupgred;di upgrade
diurusin;di uruskan
divce;device
divece;device
dives;device
divice;device
diviu;device
diwnload;download
dj;
djdnd;
djrd;
djudndkhd;
dk;
dkd;
dkit;sedikit
dl;
dlam;dalam
dll;dan lain lain
dlltapi;dan lain lain tapi
dllu;dulu
dlm;dalam
dlu;dulu
dluh;dulu
dlusaya;dulu saya
dm;
dmana;di mana
dmn;di mana
dn;
dngan;dengan
dngn;dengan
dnwload;download
dnwold;download
doain;doakan
doang;saja
doanggimana;hanya bagaimana
doangsaya;hanya saya
doangu;saja
doank;saja
doankk;saja
dodol;
dodolbanyakin;banyakkan
dodoljangan;jangan
doi;pacar
dok;
dolanan;mainan
dollot;download
dolo;dulu
doload;download
dolot;download
domination;domination
dominator;dominator
dondlowd;download
doneloadd;download
dongbang;hanya kakak
dongbiar;hanya biar
donge;saja
dongg;saja
dongkami;hanya kami
dongloat;download
donglod;download
donglot;download
donglwod;download
dongo;bodoh
dongwlod;download
donk;saja
donkk;saja
donld;download
donload;download
donloade;download
donloadx;download
donlod;download
donlot;download
donlow;download
donlowad;download
donlowd;download
donnlod;download
dont;jangan
donwload;download
donwlod;download
donwlond;download
doong;saja
dop;drop
dor;tembak
dotdan;dot dan
double;dobel
dowload;download
dowlod;download
dowlon;download
dowlond;download
downloa;download
download;download
downloadd;download
downloaded;download
downloading;download
downloadnya;download
downloadx;download
downlod;download
downloud;download
dowold;download
dowonload;download
dpat;dapat
dpe;
dperbaiki;di perbaiki
dpet;dapat
dpikir;di pikir
dpn;depan
dpt;dapat
dptnya;dapatnya
dr;dari
draf;draft
dramas;drama
draw;draw
drestrat;di restart
dri;dari
dripada;dari pada
dripd;dari pada
drob;drop
droep;drop
drof;drop
dropbahkan;drop bahkan
drope;drop
drpada;dari pada
drpda;dari pada
dsb;dan sebagainya
dsini;di sini
dsn;di sana
dsr;dasar
dt;
dtanya;di tanya
dtg;datang
dtggstvsnjmgdm;
dtimpa;di timpa
dtk;detik
dtmbh;di tambah
dtng;datang
du;
duar;
duf;
dugh;
duh;
duit;uang
dukurang;kurang
duluasem;dulu asam
dulufmin;dulu min
duluh;dulu
dulukarna;dulu karena
dulukini;dulu kini
dulumasalah;dulu masalah
dulumoga;dulu semoga
duluterlalu;dulu terlalu
duluu;dulu
duluukok;dulu
duluw;dulu
dunakan;gunakan
dund;
dungs;saja
duni;dunia
dunia;dunia
dunik;unik
dunk;
duonload;download
dupdate;di update
duper;super
dvitur;di fitur
dvloper;developer
dvoloper;developer
dwld;download
dwlod;download
dwnld;download
dwold;download
dwonload;download
dwonlod;download
dxc;
dya;
ea;
eacvhhrcggafh;
easier;easier
easy;mudah
eat;eat
ebhr;
edan;gila
edann;gila
edition;edisi
ee;
eee;
